Timestep,Neuron_0,Neuron_1,Neuron_2,Neuron_3,Neuron_4,Neuron_5,Neuron_6,Neuron_7,Neuron_8,Neuron_9,Neuron_10,Neuron_11,Neuron_12,Neuron_13,Neuron_14,Neuron_15,Neuron_16,Neuron_17,Neuron_18,Neuron_19,Neuron_20,Neuron_21,Neuron_22,Neuron_23,Neuron_24,Neuron_25,Neuron_26,Neuron_27,Neuron_28,Neuron_29,Neuron_30,Neuron_31,Neuron_32,Neuron_33,Neuron_34,Neuron_35,Neuron_36,Neuron_37,Neuron_38,Neuron_39,Neuron_40,Neuron_41,Neuron_42,Neuron_43,Neuron_44,Neuron_45,Neuron_46,Neuron_47,Neuron_48,Neuron_49
89,-63.6166,-55.8991,-68.8915,-70.0000,-65.7093,-58.4771,-60.1895,-58.8233,-62.6791,-61.1959,-62.7117,-55.9458,-70.0000,-58.9869,-67.2270,-66.3938,-54.1006,-67.9046,-70.0000,-65.4467,-66.0686,-46.8281,-60.4084,-59.3809,-70.0000,-65.0775,-68.9220,-58.8447,-52.5806,-63.1385,-61.7216,-57.7809,-70.0000,-65.4361,-69.2915,-65.7830,-53.5202,-49.9031,-63.2797,-66.5889,-57.9233,-62.9947,-70.0000,-63.1696,-50.8228,-70.0000,-58.7132,-70.0000,-70.0000,-62.7399
90,-61.5469,-55.0150,-70.0000,-69.9620,-69.1814,-62.1672,-64.0640,-62.2832,-60.0018,-62.1538,-63.9971,-59.4990,-70.0000,-57.0489,-66.1980,-63.3769,-59.2368,-68.0505,-70.0000,-60.9173,-66.5945,-46.4009,-62.1703,-57.8671,-65.9213,-67.9402,-67.7675,-63.9838,-49.5445,-61.4049,-61.3442,-60.4963,-69.5759,-65.0150,-64.9314,-68.7922,-55.7031,-48.4872,-62.4019,-66.3304,-58.3125,-60.4235,-66.7154,-61.5482,-47.3138,-65.5833,-62.8682,-70.0000,-70.0000,-64.3883
91,-63.6311,-59.6754,-68.8346,-70.0000,-66.7073,-63.1955,-62.5687,-65.8158,-62.5645,-59.4357,-62.2721,-60.6094,-70.0000,-61.4581,-70.0000,-59.8823,-59.3735,-65.9664,-67.1098,-63.4569,-67.8875,-43.9351,-59.2259,-56.7476,-68.3060,-67.5470,-68.9659,-59.3236,-49.7206,-58.5626,-64.5206,-63.6423,-67.9286,-63.0473,-62.0470,-70.0000,-51.8417,-45.1745,-58.3821,-70.0000,-56.1974,-59.2361,-62.7426,-61.6194,-50.0400,-61.5404,-61.1436,-70.0000,-70.0000,-63.3709
92,-60.0342,-64.8649,-70.0000,-70.0000,-70.0000,-60.0692,-62.5495,-65.3429,-58.4326,-56.8865,-64.2646,-60.6029,-70.0000,-63.1169,-65.0734,-62.6194,-62.7088,-69.6672,-67.8961,-62.0880,-70.0000,-45.2962,-63.8314,-56.6815,-68.1331,-62.7942,-70.0000,-56.1569,-55.0025,-58.6093,-69.7906,-60.2246,-65.0138,-62.6045,-58.5620,-70.0000,-52.0135,-47.9676,-57.2652,-70.0000,-60.6411,-62.0666,-61.1690,-65.1851,-51.9027,-65.6986,-62.8571,-70.0000,-68.2511,-66.1204
93,-60.9660,-64.1222,-70.0000,-67.9256,-67.6355,-57.0707,-63.2329,-63.8917,-57.0809,-59.5083,-65.4755,-62.0949,-69.0006,-59.1525,-69.9243,-64.5019,-59.5828,-64.9733,-63.7613,-67.1730,-69.2026,-43.1486,-66.8832,-56.1105,-70.0000,-67.8525,-70.0000,-61.3238,-60.5334,-61.1585,-67.9640,-64.3427,-62.0485,-61.9518,-60.7567,-68.0341,-49.1509,-50.3084,-57.6265,-67.6276,-60.2463,-63.4624,-63.8242,-65.9021,-51.7484,-70.0000,-61.0275,-70.0000,-66.1627,-70.0000
94,-66.1497,-61.3688,-66.0444,-68.9468,-65.3686,-53.2974,-61.5567,-65.8091,-52.7970,-57.6900,-62.5903,-59.6608,-69.5144,-58.6724,-70.0000,-63.9374,-63.6549,-69.6152,-68.1749,-70.0000,-70.0000,-40.8498,-67.7925,-53.6330,-70.0000,-64.0407,-68.8913,-57.1371,-60.3899,-66.3128,-70.0000,-65.8348,-61.2412,-60.7684,-65.0241,-65.2463,-48.8722,-52.4063,-61.1051,-69.8881,-62.9999,-68.1443,-67.2775,-67.5695,-57.3631,-67.5129,-60.0610,-67.6428,-69.1360,-70.0000
95,-70.0000,-58.8697,-70.0000,-64.7854,-61.9732,-57.1046,-61.0917,-64.2688,-56.1538,-56.8959,-64.0777,-56.8840,-65.0607,-57.1075,-66.3161,-67.9560,-67.2540,-70.0000,-68.9717,-65.0398,-70.0000,-40.0172,-70.0000,-57.1112,-68.3581,-66.6703,-67.2542,-55.6386,-64.5776,-68.9922,-70.0000,-68.5409,-59.5600,-59.0362,-69.0593,-70.0000,-49.8680,-56.3679,-63.5418,-66.1170,-58.7189,-70.0000,-70.0000,-64.1576,-54.1459,-70.0000,-59.8183,-70.0000,-70.0000,-67.7282
96,-70.0000,-54.6766,-65.8731,-66.0379,-67.0684,-62.2470,-58.6305,-59.8803,-61.3968,-53.7328,-65.9654,-58.5976,-61.0078,-60.9589,-67.3228,-67.7423,-66.4649,-70.0000,-64.4861,-67.0469,-70.0000,-40.6074,-70.0000,-53.8460,-70.0000,-67.9361,-70.0000,-61.0646,-64.7532,-70.0000,-65.5752,-70.0000,-58.3014,-59.1395,-65.1956,-67.3655,-54.9889,-52.7442,-60.5018,-61.5022,-63.8006,-68.1064,-70.0000,-67.5018,-53.8603,-66.9341,-57.5141,-70.0000,-70.0000,-63.6334
97,-70.0000,-54.9392,-69.1952,-68.8433,-63.6955,-64.7034,-57.3660,-56.6529,-57.0960,-49.7019,-67.3320,-56.1684,-59.2899,-62.0627,-67.8638,-68.3209,-68.0228,-68.1524,-60.5982,-62.8805,-70.0000,-41.7982,-70.0000,-52.3074,-70.0000,-63.8258,-69.4138,-66.4025,-64.0408,-65.9573,-60.8610,-70.0000,-59.9868,-57.4653,-63.3235,-70.0000,-53.6721,-53.0190,-59.7609,-59.6083,-62.4815,-70.0000,-70.0000,-70.0000,-56.1407,-68.6478,-60.3985,-66.3637,-70.0000,-67.2483
98,-70.0000,-53.5096,-70.0000,-69.6810,-61.8151,-67.8766,-60.7605,-58.5381,-60.8539,-47.9780,-63.5257,-60.9747,-61.0779,-58.4451,-70.0000,-70.0000,-70.0000,-65.5670,-64.7189,-63.8564,-70.0000,-40.0790,-69.9469,-49.0356,-66.9585,-69.0090,-69.0138,-67.5435,-63.5140,-64.5741,-66.2860,-65.1138,-58.6067,-59.6877,-66.6523,-68.0947,-50.0377,-54.4195,-59.1607,-63.1532,-65.0793,-70.0000,-69.3174,-70.0000,-58.5308,-64.5572,-56.1586,-65.1959,-66.1216,-68.3853
99,-66.8404,-51.2011,-70.0000,-65.2237,-60.2426,-69.5201,-59.9060,-56.2465,-60.7122,-48.2842,-66.3737,-65.9616,-62.0048,-54.3422,-70.0000,-66.7983,-65.1850,-67.0357,-65.5837,-64.4584,-68.7419,-41.5277,-65.7683,-46.2117,-70.0000,-68.4121,-69.8324,-68.3826,-59.2705,-68.1406,-66.6886,-63.5366,-56.4454,-55.6371,-68.8911,-70.0000,-55.4231,-56.1784,-57.0002,-58.7621,-61.6375,-67.6510,-69.5017,-70.0000,-62.1436,-62.2206,-54.9171,-68.0763,-63.6121,-67.4935
100,-62.3285,-53.8857,-70.0000,-62.8131,-60.4830,-70.0000,-64.4562,-58.4771,-59.2628,-52.4903,-62.1187,-68.4558,-65.9480,-57.8003,-68.1162,-68.8210,-64.1728,-69.3363,-66.5401,-67.7313,-66.7036,-40.0241,-69.7924,-51.0947,-70.0000,-65.9463,-70.0000,-67.5343,-56.7787,-67.1757,-63.1418,-63.7042,-52.5034,-57.3942,-66.5431,-70.0000,-51.2149,-52.3006,-59.9982,-59.5248,-64.0888,-63.3363,-69.9965,-70.0000,-60.2324,-57.8535,-51.7456,-67.1279,-67.9722,-62.9801
